"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus","abund_value","abund_unit","lng","lat","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate","formation","stratgroup","member","stratscale","zone","localsection","localbed","localorder","regionalsection","regionalbed","regionalorder","stratcomments","environment","tectonic_setting","geology_comments"
"978558","occ","","","96800","Phalacrocorax","genus","39689","Tortonian","","11.62","7.246","37592","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","","","-75.906944","-14.336944","PE","","","stated in text","seconds","local area","coordinates from Bianucci et al 2010","gp_mid","-73.66","-13.74","201","Pisco","","","formation","","","","","","","","lowest beds of Pisco Formation\r\nTortonian age based on Lambert et al. 2016 (60319)","coastal indet.","",""
"986426","occ","","","118314","Eutreptodactylus itaboraiensis","species","202891","Late Paleocene","Early Eocene","58.7","48.6","38103","Chordata","Aves","Cuculiformes","Cuculidae","Eutreptodactylus","","","-42.875000","-22.838888","BR","Rio de Janeiro","Cabucu","stated in text","seconds","local area","","gp_mid","-28.11","-27.58","201","","","","","Itaboraian","","","","","","","Late Paleocene marl fillings in Early Paleocene karst\r\nItaboraian SALMA\r\n\r\nMiddle sequence (S2) of the Itaborai Basin sediments\r\n\r\nOliveira and Goin argue that it is more likely to be late Paleocene-early Eocene in age","fissure fill","",""
"998100","occ","","","120884","Phorusrhacidae","family","39461","Middle Pleistocene","Late Pleistocene","0.781","0.0117","38600","Chordata","Aves","Gruiformes","Phorusrhacidae","","1","specimens","-56.264721","-34.423332","UY","Montevideo","","stated in text","seconds","","about 2.4 km west from the town of La Paz","gp_mid","-56.26","-34.42","202","Dolores","","","formation","","","","","","","","","terrestrial indet.","","mud flow?"
"1000845","occ","","","118314","Itaboravis elaphrocnemoides","species","207706","Late Paleocene","Early Eocene","58.7","48.6","38768","Chordata","Aves","Gruiformes","","Itaboravis","","","-42.875000","-22.838888","BR","Rio de Janeiro","Cabucu","stated in text","seconds","local area","","gp_mid","-28.11","-27.58","201","","","","","Itaboraian","","","","","","","Late Paleocene marl fillings in Early Paleocene karst\r\nItaboraian SALMA\r\n\r\nMiddle sequence (S2) of the Itaborai Basin sediments\r\n\r\nOliveira and Goin argue that it is more likely to be late Paleocene-early Eocene in age","fissure fill","",""
"1002407","occ","","","122031","Psilopteridae","family","134480","Middle Miocene","Late Miocene","15.97","5.333","38839","Chordata","Aves","Gruiformes","Psilopteridae","","","","-63.824722","-42.826389","AR","Chubut","","stated in text","seconds","outcrop","La Pastosa site is located 15 km southwest of Punta Delgada, near the farming ranch of the same name","gp_mid","-62.45","-42.34","291","Puerto Madryn","","","","","","","","","","","STRATIGRAPHIC POSITION: these outcrops correspond to the so-called “Rionegrense” (uppermost levels of the Puerto Madryn Formation or Río Negro Formation, according to different authors)","coastal indet.","","The upper part of the Puerto Madryn Formation was accumulated in a shallow shelf paleoenvironment. In the studied interval the coquinas represent deposits of the shoreface, the heterolithic facies deposits of tidal flats and the large scale cross-stratified sandstones and intraformational conglomerates deposits of tidal channels. Scasso and del Río (1987)"
"1002408","occ","","","122031","Accipitridae","family","39323","Middle Miocene","Late Miocene","15.97","5.333","38839","Chordata","Aves","Falconiformes","Accipitridae","","","","-63.824722","-42.826389","AR","Chubut","","stated in text","seconds","outcrop","La Pastosa site is located 15 km southwest of Punta Delgada, near the farming ranch of the same name","gp_mid","-62.45","-42.34","291","Puerto Madryn","","","","","","","","","","","STRATIGRAPHIC POSITION: these outcrops correspond to the so-called “Rionegrense” (uppermost levels of the Puerto Madryn Formation or Río Negro Formation, according to different authors)","coastal indet.","","The upper part of the Puerto Madryn Formation was accumulated in a shallow shelf paleoenvironment. In the studied interval the coquinas represent deposits of the shoreface, the heterolithic facies deposits of tidal flats and the large scale cross-stratified sandstones and intraformational conglomerates deposits of tidal channels. Scasso and del Río (1987)"
"1002848","occ","","","122079","Psilopteridae","family","134480","Middle Miocene","Late Miocene","15.97","5.333","38839","Chordata","Aves","Gruiformes","Psilopteridae","","","","-63.683334","-42.797222","AR","Chubut","","stated in text","seconds","outcrop","Rincón Chico site is located 5 km southwest of Punta Delgada","gp_mid","-62.31","-42.32","291","Puerto Madryn","","","","","","","","","","","STRATIGRAPHIC POSITION: these outcrops correspond to the so-called “Rionegrense” (uppermost levels of the Puerto Madryn Formation or Río Negro Formation, according to different authors)","coastal indet.","","The upper part of the Puerto Madryn Formation was accumulated in a shallow shelf paleoenvironment. In the studied interval the coquinas represent deposits of the shoreface, the heterolithic facies deposits of tidal flats and the large scale cross-stratified sandstones and intraformational conglomerates deposits of tidal channels. Scasso and del Río (1987)"
"1019109","occ","","","46083","Fulmarus","genus","39698","Messinian","","7.246","5.333","40374","Chordata","Aves","Procellariiformes","Procellariidae","Fulmarus","","","-74.690277","-15.557222","PE","","","estimated from map","seconds","local area","coordinates estimated from map in Marocco and de Muizon (1988)","gp_mid","-73.14","-15.18","201","Pisco","","","group of beds","","Pisco","SAO","no particular order","","","","Muizon and Bellon (1986: 39394) suggest this is about 3.9 Ma: early late Pliocene according to Muizon et al 2004 (28320). Greater than 5.75 Ma (Ehret et al 2012)","paralic indet.","","""a littoral paleoenviroment with protected beaches and reefs exposed to marine sediments"" (Stucchi and Emslie 2005), high sedimentation rate, shallow-to-deep shelf, upwelling"
"1073789","occ","","","118314","Paleopsilopterus itaboraiensis","species","181132","Late Paleocene","Early Eocene","58.7","48.6","38164","Chordata","Aves","Gruiformes","Psilopteridae","Paleopsilopterus","","","-42.875000","-22.838888","BR","Rio de Janeiro","Cabucu","stated in text","seconds","local area","","gp_mid","-28.11","-27.58","201","","","","","Itaboraian","","","","","","","Late Paleocene marl fillings in Early Paleocene karst\r\nItaboraian SALMA\r\n\r\nMiddle sequence (S2) of the Itaborai Basin sediments\r\n\r\nOliveira and Goin argue that it is more likely to be late Paleocene-early Eocene in age","fissure fill","",""
"1094084","occ","","","136717","Phorusrhacinae","subfamily","181133","Late Miocene","","11.608","5.333","44102","Chordata","Aves","Gruiformes","Phorusrhacidae","","","","-67.800003","-10.133333","BR","Acre","Rio Branco","stated in text","minutes","outcrop","Coordinates for this site in the text are illogical (67°82'W). From both google earth and the map in Fig. 1 the coordinates were recalculated in the form herein reported for the PBDB (G. A. Ballen).","gp_mid","-65.57","-9.78","201","Solimoes","","","","","","","","","","","The river edge outcrops are accessible only during the low-water season (July to October) and comprise clay-pebble conglomerate (Acre Conglomerate Member in Frailey 1986) and gray to brown, often limey claystones. the base of the units is not visible, and their upper parts are covered by vegetation.","fluvial-lacustrine indet.","",""
"1111604","occ","","","140805","Psittacidae","family","39358","Lujanian","","0.781","0.012","45666","Chordata","Aves","Psittaciformes","Psittacidae","","","","-57.834721","-38.283611","AR","Buenos Aires","","estimated from map","seconds","basin","Acantilados marinos situados en los alrededores de la farola de Punta Hermengo. Próximos al éjido urbano de la ciudad de Mar del Plata, 40 km al sur de la ciudad de Mar del Plata","gp_mid","-57.83","-38.28","202","","","","","Lujanian","","","","","","","","terrestrial indet.","","Arid to semiarid conditions"
"1111606","occ","","","140805","Colaptes","genus","129806","Lujanian","","0.781","0.012","45666","Chordata","Aves","Piciformes","Picidae","Colaptes","","","-57.834721","-38.283611","AR","Buenos Aires","","estimated from map","seconds","basin","Acantilados marinos situados en los alrededores de la farola de Punta Hermengo. Próximos al éjido urbano de la ciudad de Mar del Plata, 40 km al sur de la ciudad de Mar del Plata","gp_mid","-57.83","-38.28","202","","","","","Lujanian","","","","","","","","terrestrial indet.","","Arid to semiarid conditions"
"1124775","occ","32103","","142529","Phorusrhacos longissimus","species","53570","Early Miocene","","23.03","15.97","58178","Chordata","Aves","Gruiformes","Phorusrhacidae","Phorusrhacos","","","-69.150002","-51.016666","AR","Santa Cruz","","stated in text","minutes","local area","2 km south of Punta Sur, at the mouth of the Coyle River, and 6 km north of the entrance to the beach at Estancia La Costa (ELC)","gp_mid","-66.28","-50.41","291","Santa Cruz","","Estancia La Costa","formation","","","","","","","","Dates from three levels in the lower one-third of the Santa Cruz fossiliferous beds at Monte Observación, rangebetween 16.42 Ma and 16.18 Ma and between 16.56 Ma and 16.28 Ma at Monte León. The dates are not wholly concordant but permit the assignment of the bulk of the coastal Santacrucian faunas to the late–early Miocene","terrestrial indet.","",""
"1124801","occ","","","142533","Phorusrhacos longissimus","species","53570","Early Miocene","","23.03","15.97","46189","Chordata","Aves","Gruiformes","Phorusrhacidae","Phorusrhacos","","","-69.099998","-51.200001","AR","Santa Cruz","","stated in text","minutes","local area","12 km south of the Estancia La Costa locality","gp_mid","-66.25","-50.60","291","Santa Cruz","","Estancia La Costa","formation","","","","","","","","Dates from three levels in the lower one-third of the Santa Cruz fossiliferous beds at Monte Observación, rangebetween 16.42 Ma and 16.18 Ma and between 16.56 Ma and 16.28 Ma at Monte León. The dates are not wholly concordant but permit the assignment of the bulk of the coastal Santacrucian faunas to the late–early Miocene","terrestrial indet.","",""
"1132381","occ","","","144133","Rallus longirostris","species","336066","Holocene","","0.0117","0","46614","Chordata","Aves","Ralliformes","Rallidae","Rallus","","","-81.383331","19.316668","KY","Grand Cayman","","stated in text","minutes","small collection","The Crocodile Canal site was discovered in a mosquito control canal about 3 km north of George Town","gp_mid","-81.38","19.32","206","","","","bed","","","","","","","","Radiocarbon dates of 860 ± 50 yBP and 375 ± 60 yBP","estuary/bay","","Quiet estuarine or brackish depositional environment such as a mangrove swamp or coastal lagoon"
"1132390","occ","","","144134","Corvus","genus","39446","Holocene","","0.0117","0","46614","Chordata","Aves","Passeriformes","Corvidae","Corvus","","","-81.133331","19.316668","KY","Grand Cayman","","stated in text","minutes","small collection","The Furtherland Farms Cow Well is located in a banana plantation at the eastern end of the island, about 3 km north of Half Moon Bay","gp_mid","-81.13","19.32","206","","","","bed","","","","","","","","","estuary/bay","","Quiet estuarine or brackish depositional environment such as a mangrove swamp or coastal lagoon"
"1132391","occ","","","144134","Eudocimus","genus","39565","Holocene","","0.0117","0","46614","Chordata","Aves","Ciconiiformes","Plataleidae","Eudocimus","","","-81.133331","19.316668","KY","Grand Cayman","","stated in text","minutes","small collection","The Furtherland Farms Cow Well is located in a banana plantation at the eastern end of the island, about 3 km north of Half Moon Bay","gp_mid","-81.13","19.32","206","","","","bed","","","","","","","","","estuary/bay","","Quiet estuarine or brackish depositional environment such as a mangrove swamp or coastal lagoon"
"1135678","occ","","","144662","Nyctanassa violacea","species","289715","Holocene","","0.0117","0","46815","Chordata","Aves","Ardeiformes","Ardeidae","Nyctanassa","","","-77.083336","26.466667","BS","Great Abaco Island","","based on nearby landmark","minutes","small collection","","gp_mid","","","","","","","group of beds","","","","","","","","","sinkhole","",""
"1135679","occ","","","144662","Eudocimus","genus","39565","Holocene","","0.0117","0","46815","Chordata","Aves","Ciconiiformes","Plataleidae","Eudocimus","","","-77.083336","26.466667","BS","Great Abaco Island","","based on nearby landmark","minutes","small collection","","gp_mid","","","","","","","group of beds","","","","","","","","","sinkhole","",""
"1135680","occ","","","144662","Pandion","genus","39329","Holocene","","0.0117","0","46815","Chordata","Aves","Falconiformes","Pandionidae","Pandion","","","-77.083336","26.466667","BS","Great Abaco Island","","based on nearby landmark","minutes","small collection","","gp_mid","","","","","","","group of beds","","","","","","","","","sinkhole","",""
"1135681","occ","","","144662","Accipiter","genus","94492","Holocene","","0.0117","0","46815","Chordata","Aves","Falconiformes","Accipitridae","Accipiter","","","-77.083336","26.466667","BS","Great Abaco Island","","based on nearby landmark","minutes","small collection","","gp_mid","","","","","","","group of beds","","","","","","","","","sinkhole","",""
"1135682","occ","","","144662","Caracara creightoni","species","290140","Holocene","","0.0117","0","46815","Chordata","Aves","Falconiformes","Falconidae","Caracara","","","-77.083336","26.466667","BS","Great Abaco Island","","based on nearby landmark","minutes","small collection","","gp_mid","","","","","","","group of beds","","","","","","","","","sinkhole","",""
"1135683","occ","","","144662","Columba","genus","39354","Holocene","","0.0117","0","46815","Chordata","Aves","Columbiformes","Columbidae","Columba","","","-77.083336","26.466667","BS","Great Abaco Island","","based on nearby landmark","minutes","small collection","","gp_mid","","","","","","","group of beds","","","","","","","","","sinkhole","",""
"1135684","occ","","","144662","Zenaida","genus","161741","Holocene","","0.0117","0","46815","Chordata","Aves","Columbiformes","Columbidae","Zenaida","","","-77.083336","26.466667","BS","Great Abaco Island","","based on nearby landmark","minutes","small collection","","gp_mid","","","","","","","group of beds","","","","","","","","","sinkhole","",""
"1135686","occ","","","144662","Tyto","genus","39409","Holocene","","0.0117","0","46815","Chordata","Aves","Strigiformes","Tytonidae","Tyto","","","-77.083336","26.466667","BS","Great Abaco Island","","based on nearby landmark","minutes","small collection","","gp_mid","","","","","","","group of beds","","","","","","","","","sinkhole","",""
"1135687","occ","","","144662","Passeriformes","order","39441","Holocene","","0.0117","0","46815","Chordata","Aves","Passeriformes","","","","","-77.083336","26.466667","BS","Great Abaco Island","","based on nearby landmark","minutes","small collection","","gp_mid","","","","","","","group of beds","","","","","","","","","sinkhole","",""
"1135733","occ","","","144663","Puffinus lherminieri","species","83375","Holocene","","0.0117","0","46815","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus","","","-77.083336","26.466667","BS","Great Abaco Island","","based on nearby landmark","minutes","small collection","","gp_mid","","","","","","","bed","","","","","","","","","sinkhole","",""
"1135734","occ","","","144663","Nyctanassa violacea","species","289715","Holocene","","0.0117","0","46815","Chordata","Aves","Ardeiformes","Ardeidae","Nyctanassa","","","-77.083336","26.466667","BS","Great Abaco Island","","based on nearby landmark","minutes","small collection","","gp_mid","","","","","","","bed","","","","","","","","","sinkhole","",""
"1135735","occ","","","144663","Eudocimus","genus","39565","Holocene","","0.0117","0","46815","Chordata","Aves","Ciconiiformes","Plataleidae","Eudocimus","","","-77.083336","26.466667","BS","Great Abaco Island","","based on nearby landmark","minutes","small collection","","gp_mid","","","","","","","bed","","","","","","","","","sinkhole","",""
"1135736","occ","","","144663","Pandion","genus","39329","Holocene","","0.0117","0","46815","Chordata","Aves","Falconiformes","Pandionidae","Pandion","","","-77.083336","26.466667","BS","Great Abaco Island","","based on nearby landmark","minutes","small collection","","gp_mid","","","","","","","bed","","","","","","","","","sinkhole","",""
"1135737","occ","","","144663","Accipiter","genus","94492","Holocene","","0.0117","0","46815","Chordata","Aves","Falconiformes","Accipitridae","Accipiter","","","-77.083336","26.466667","BS","Great Abaco Island","","based on nearby landmark","minutes","small collection","","gp_mid","","","","","","","bed","","","","","","","","","sinkhole","",""
"1135738","occ","","","144663","Falco sparverius","species","133779","Holocene","","0.0117","0","46815","Chordata","Aves","Falconiformes","Falconidae","Falco","","","-77.083336","26.466667","BS","Great Abaco Island","","based on nearby landmark","minutes","small collection","","gp_mid","","","","","","","bed","","","","","","","","","sinkhole","",""
"1135739","occ","","","144663","Rallus","genus","39537","Holocene","","0.0117","0","46815","Chordata","Aves","Ralliformes","Rallidae","Rallus","","","-77.083336","26.466667","BS","Great Abaco Island","","based on nearby landmark","minutes","small collection","","gp_mid","","","","","","","bed","","","","","","","","","sinkhole","",""
"1135741","occ","","","144663","Columba","genus","39354","Holocene","","0.0117","0","46815","Chordata","Aves","Columbiformes","Columbidae","Columba","","","-77.083336","26.466667","BS","Great Abaco Island","","based on nearby landmark","minutes","small collection","","gp_mid","","","","","","","bed","","","","","","","","","sinkhole","",""
"1135742","occ","","","144663","Zenaida","genus","161741","Holocene","","0.0117","0","46815","Chordata","Aves","Columbiformes","Columbidae","Zenaida","","","-77.083336","26.466667","BS","Great Abaco Island","","based on nearby landmark","minutes","small collection","","gp_mid","","","","","","","bed","","","","","","","","","sinkhole","",""
"1135744","occ","","","144663","Tyto","genus","39409","Holocene","","0.0117","0","46815","Chordata","Aves","Strigiformes","Tytonidae","Tyto","","","-77.083336","26.466667","BS","Great Abaco Island","","based on nearby landmark","minutes","small collection","","gp_mid","","","","","","","bed","","","","","","","","","sinkhole","",""
"1135745","occ","","","144663","Athene","genus","94499","Holocene","","0.0117","0","46815","Chordata","Aves","Strigiformes","Strigidae","Athene","","","-77.083336","26.466667","BS","Great Abaco Island","","based on nearby landmark","minutes","small collection","","gp_mid","","","","","","","bed","","","","","","","","","sinkhole","",""
"1135746","occ","","","144663","Colaptes","genus","129806","Holocene","","0.0117","0","46815","Chordata","Aves","Piciformes","Picidae","Colaptes","","","-77.083336","26.466667","BS","Great Abaco Island","","based on nearby landmark","minutes","small collection","","gp_mid","","","","","","","bed","","","","","","","","","sinkhole","",""
"1135747","occ","","","144663","Contopus","genus","129825","Holocene","","0.0117","0","46815","Chordata","Aves","Passeriformes","Tyrannidae","Contopus","","","-77.083336","26.466667","BS","Great Abaco Island","","based on nearby landmark","minutes","small collection","","gp_mid","","","","","","","bed","","","","","","","","","sinkhole","",""
"1135748","occ","","","144663","Petrochelidon","genus","129830","Holocene","","0.0117","0","46815","Chordata","Aves","Passeriformes","Hirundinidae","Petrochelidon","","","-77.083336","26.466667","BS","Great Abaco Island","","based on nearby landmark","minutes","small collection","","gp_mid","","","","","","","bed","","","","","","","","","sinkhole","",""
"1135751","occ","","","144663","Spizella","genus","289528","Holocene","","0.0117","0","46815","Chordata","Aves","Passeriformes","Emberizidae","Spizella","","","-77.083336","26.466667","BS","Great Abaco Island","","based on nearby landmark","minutes","small collection","","gp_mid","","","","","","","bed","","","","","","","","","sinkhole","",""
"1135753","occ","","","144663","Sturnella","genus","130726","Holocene","","0.0117","0","46815","Chordata","Aves","Passeriformes","Emberizidae","Sturnella","","","-77.083336","26.466667","BS","Great Abaco Island","","based on nearby landmark","minutes","small collection","","gp_mid","","","","","","","bed","","","","","","","","","sinkhole","",""
"1135754","occ","","","144663","Passeriformes","order","39441","Holocene","","0.0117","0","46815","Chordata","Aves","Passeriformes","","","","","-77.083336","26.466667","BS","Great Abaco Island","","based on nearby landmark","minutes","small collection","","gp_mid","","","","","","","bed","","","","","","","","","sinkhole","",""
"1145194","occ","","","145811","Psilopteridae","family","134480","Middle Miocene","","15.97","11.608","47156","Chordata","Aves","Gruiformes","Psilopteridae","","","","-68.538055","-34.971390","AR","Mendoza","","based on nearby landmark","seconds","local area","""Al norte del puesto Cochico, cercanos a la abandonada mina Zitro y los situados en Tierras Blancas , más al sur, ambos al oeste de la garganta del Río Atuel.","gp_mid","-65.98","-34.36","291","Aisol","","","","Santacrucian","","","","","","","","terrestrial indet.","",""
"1180256","occ","","","152062","Chunga","genus","39457","Montehermosan","","6.8","4","48757","Chordata","Aves","Gruiformes","Cariamidae","Chunga","","","-61.695278","-38.966946","AR","Buenos Aires","","stated in text","seconds","","Farola Monte Hermoso is located on the coast of southern Buenos Aires province, Argentina (S 38°5801, W 61°4143), 53 km east of Bahia Blanca city.","gp_mid","-60.80","-38.78","202","","","","","","","","","","","","The complete sedimentary sequence includes three stratigraphic units (Zavala, 1993): the Monte Hermoso Forma- tion (Lower–Middle Pliocene), Puerto Belgrano Formation (Upper Pleistocene) and Punta Tejada Formation (Upper Pleistocene–Middle Holocene).  The Monte Hermoso Formation (Zavala, 1993) crops out at the abrasion platform and the lower part of the cliff, along its entire extension, with a maximum thickness of up to 6 m. Zavala and Navarro (1993) interpreted that the Monte Hermoso Formation was deposited through a fluvial dynamic of high sinuosity muddy fine-grained rivers. These authors identified architectural elements of channel, lateral accretion deposits and overbank deposits.","""floodplain""","","The floodplain taphonomic mode was recognized in Farola (FL 1). The taphonomic characteristics of this mode partially correspond to those of model I (rapidly accumulated and buried elements), and model II (resedimented elements, with considerable exposure before burial), proposed by Johnson (1960) for putative formation mechanisms of fossil assemblages."
"1180290","occ","","","152064","Chunga","genus","39457","Montehermosan","","6.8","4","48757","Chordata","Aves","Gruiformes","Cariamidae","Chunga","","","-61.695278","-38.966946","AR","Buenos Aires","","stated in text","seconds","outcrop","arola Monte Hermoso is located on the coast of southern Buenos Aires province, Argentina (S 38°5801, W 61°4143), 53 km east of Bahia Blanca city.","gp_mid","-60.80","-38.78","202","","","","","","","","","","","","Coastal deposits form a three km marine cliff, 15 m maximum height, in which fossil-bearing Neogene sediments of the Monte Hermoso Formation are exposed. The complete sedimentary sequence includes three stratigraphic units (Zavala, 1993): the Monte Hermoso Formation (Lower–Middle Pliocene), Puerto Belgrano Formation (Upper Pleistocene) and Punta Tejada Formation (Upper Pleistocene–Middle Holocene).\r\nThe Monte Hermoso Formation (Zavala, 1993) crops out at the abrasion platform and the lower part of the cliff, along its entire extension, with a maximum thickness of up to 6 m. Several authors (e.g. Wichmann, 1916; Kantor, 1922; Vignati, 1925; Kraglievich, 1946) recognized in this formation the existence of two levels, differentiated by color and separated by a discontinuity. They proposed that these levels are temporarily different. With regard to this, Cione and Tonni (1995, 1996, 2001, 2005) published revisions of the biostratigraphy and biochronology of Monte Hermoso Formation at Farola Monte Hermoso. These authors recognized two chronologically successive biozones, the Biozone of Trigodon gaudryi, biostratigraphic basis of the Montehermosan Stage/Age (late Miocene–early Pliocene), and the Biozone of Neocavia depressidens, biostratigraphic basis of the Lower Chapadmalalan Stage/Age (early Pliocene). However, other authors (e.g. Frenguelli, 1928; Bonaparte, 1960; Deschamps et al., 2012; Olivares et al., 2012; Tomassini, 2012) emphasized that the stratigraphic and paleontological differences are minimal, so it would not be possible to define with certainty two levels with different ages.","""channel""","",""
"1180416","occ","","","152081","Mesembriornis milneedwardsi","species","146059","Early Pliocene","","5.333","3.6","48790","Chordata","Aves","Gruiformes","Phorusrhacidae","Mesembriornis","","","-61.695278","-38.966946","AR","Buenos Aires","","stated in text","seconds","outcrop","The fossiliferous site Farola Monte Hermoso (S 38°58´01´´, W 61°41´43´´) is located on the Atlantic coast, at the south-west of the Buenos Aires Province (Pampean Region, Argentina), approximately\r\n53 km of Bahía Blanca city and 12 km of Pehuén co Beach. The deposits are represented by NWeSE coastal cliffs exposed along three km, with variable heights that reach 15 m maximum.","gp_mid","-61.05","-38.80","202","Monte Hermoso","","","","Montehermosan","","","","","","","The overbank deposits display a wide lateral extension in the\r\nabrasion platform and the lower part of the cliff; and include the Fl\r\nand Fm facies. These levels are equivalent to the “Hermosense\r\ntípico” of Vignati (1925) and Bonaparte (1960), the “Unidad A” of\r\nFidalgo et al. (1975), and “Unidad Litoestratigráfica I” of Fidalgo and\r\nTonni (1982)","fluvial indet.","",""
"1180417","occ","","","152081","Chunga","genus","39457","Early Pliocene","","5.333","3.6","48790","Chordata","Aves","Gruiformes","Cariamidae","Chunga","","","-61.695278","-38.966946","AR","Buenos Aires","","stated in text","seconds","outcrop","The fossiliferous site Farola Monte Hermoso (S 38°58´01´´, W 61°41´43´´) is located on the Atlantic coast, at the south-west of the Buenos Aires Province (Pampean Region, Argentina), approximately\r\n53 km of Bahía Blanca city and 12 km of Pehuén co Beach. The deposits are represented by NWeSE coastal cliffs exposed along three km, with variable heights that reach 15 m maximum.","gp_mid","-61.05","-38.80","202","Monte Hermoso","","","","Montehermosan","","","","","","","The overbank deposits display a wide lateral extension in the\r\nabrasion platform and the lower part of the cliff; and include the Fl\r\nand Fm facies. These levels are equivalent to the “Hermosense\r\ntípico” of Vignati (1925) and Bonaparte (1960), the “Unidad A” of\r\nFidalgo et al. (1975), and “Unidad Litoestratigráfica I” of Fidalgo and\r\nTonni (1982)","fluvial indet.","",""
"1180506","occ","","","152085","Mesembriornis milneedwardsi","species","146059","Early Pliocene","","5.333","3.6","48790","Chordata","Aves","Gruiformes","Phorusrhacidae","Mesembriornis","","","-61.695278","-38.966946","AR","Buenos Aires","","stated in text","seconds","outcrop","The fossiliferous site Farola Monte Hermoso (S 38°58´01´´, W 61°41´43´´) is located on the Atlantic coast, at the south-west of the Buenos Aires Province (Pampean Region, Argentina), approximately\r\n53 km of Bahía Blanca city and 12 km of Pehuén co Beach. The deposits are represented by NWeSE coastal cliffs exposed along three km, with variable heights that reach 15 m maximum.","gp_mid","-61.05","-38.80","202","Monte Hermoso","","","","Montehermosan","","","","","","","The lateral accretion deposits are mainly represented at the\r\nmiddle sector of the cliff, and include the St, Sr, Fsc and Fcf facies.\r\nThese levels are equivalent to the “Piso Chapadmalense” of Vignati\r\n(1948), the “Miembro de Limolitas Estratificadas” and “Miembro de\r\nLimolitas Claras” of Bonaparte (1960), the “Unidad B” of Fidalgo\r\net al. (1975), and the “Unidad Litoestratigráfica II” of Fidalgo and\r\nTonni (1982)","fluvial indet.","",""
"1183566","occ","","","152599","Falco","genus","39319","Pleistocene","","2.588","0.0117","48919","Chordata","Aves","Falconiformes","Falconidae","Falco","","","-78.483612","-0.185278","EC","","","","seconds","","","gp_mid","-78.22","-0.10","201","","","","","","","","","","","","","terrestrial indet.","",""
"1183567","occ","","","152599","Caracara plancus","species","289546","Pleistocene","","2.588","0.0117","48919","Chordata","Aves","Falconiformes","Falconidae","Caracara","","","-78.483612","-0.185278","EC","","","","seconds","","","gp_mid","-78.22","-0.10","201","","","","","","","","","","","","","terrestrial indet.","",""
"1183570","occ","","","152599","Milvago","genus","289541","Pleistocene","","2.588","0.0117","48919","Chordata","Aves","Falconiformes","Falconidae","Milvago","","","-78.483612","-0.185278","EC","","","","seconds","","","gp_mid","-78.22","-0.10","201","","","","","","","","","","","","","terrestrial indet.","",""
"1183572","occ","","","152599","Buteo","genus","39325","Pleistocene","","2.588","0.0117","48919","Chordata","Aves","Falconiformes","Accipitridae","Buteo","","","-78.483612","-0.185278","EC","","","","seconds","","","gp_mid","-78.22","-0.10","201","","","","","","","","","","","","","terrestrial indet.","",""
"1183573","occ","","","152599","Buteo","genus","39325","Pleistocene","","2.588","0.0117","48919","Chordata","Aves","Falconiformes","Accipitridae","Buteo","","","-78.483612","-0.185278","EC","","","","seconds","","","gp_mid","-78.22","-0.10","201","","","","","","","","","","","","","terrestrial indet.","",""
"1183574","occ","","","152599","Circus","genus","146037","Pleistocene","","2.588","0.0117","48919","Chordata","Aves","Falconiformes","Accipitridae","Circus","","","-78.483612","-0.185278","EC","","","","seconds","","","gp_mid","-78.22","-0.10","201","","","","","","","","","","","","","terrestrial indet.","",""
"1183577","occ","","","152599","Zenaida","genus","161741","Pleistocene","","2.588","0.0117","48919","Chordata","Aves","Columbiformes","Columbidae","Zenaida","","","-78.483612","-0.185278","EC","","","","seconds","","","gp_mid","-78.22","-0.10","201","","","","","","","","","","","","","terrestrial indet.","",""
"1183578","occ","","","152599","Columbina","genus","289995","Pleistocene","","2.588","0.0117","48919","Chordata","Aves","Columbiformes","Columbidae","Columbina","","","-78.483612","-0.185278","EC","","","","seconds","","","gp_mid","-78.22","-0.10","201","","","","","","","","","","","","","terrestrial indet.","",""
"1183580","occ","","","152599","Speotyto cunicularia","species","289512","Pleistocene","","2.588","0.0117","48919","Chordata","Aves","Strigiformes","Strigidae","Speotyto","","","-78.483612","-0.185278","EC","","","","seconds","","","gp_mid","-78.22","-0.10","201","","","","","","","","","","","","","terrestrial indet.","",""
"1186250","occ","","","152599","Nycticorax","genus","39548","Pleistocene","","2.588","0.0117","15259","Chordata","Aves","Ardeiformes","Ardeidae","Nycticorax","","","-78.483612","-0.185278","EC","","","","seconds","","","gp_mid","-78.22","-0.10","201","","","","","","","","","","","","","terrestrial indet.","",""
"1186254","occ","","","152599","Geranoaetus","genus","105723","Pleistocene","","2.588","0.0117","15259","Chordata","Aves","Falconiformes","Accipitridae","Geranoaetus","","","-78.483612","-0.185278","EC","","","","seconds","","","gp_mid","-78.22","-0.10","201","","","","","","","","","","","","","terrestrial indet.","",""
"1186255","occ","","","152599","Falco","genus","39319","Pleistocene","","2.588","0.0117","15259","Chordata","Aves","Falconiformes","Falconidae","Falco","","","-78.483612","-0.185278","EC","","","","seconds","","","gp_mid","-78.22","-0.10","201","","","","","","","","","","","","","terrestrial indet.","",""
