"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus","abund_value","abund_unit","lng","lat","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate","formation","stratgroup","member","stratscale","zone","localsection","localbed","localorder","regionalsection","regionalbed","regionalorder","stratcomments","environment","tectonic_setting","geology_comments"
"1315682","occ","","","142533","Thegornis debilis","species","53648","Early Miocene","","23.03","15.97","58178","Chordata","Aves","Falconiformes","Falconidae","Thegornis","1","specimens","-69.099998","-51.200001","AR","Santa Cruz","","stated in text","minutes","local area","12 km south of the Estancia La Costa locality","gp_mid","-66.25","-50.60","291","Santa Cruz","","Estancia La Costa","formation","","","","","","","","Dates from three levels in the lower one-third of the Santa Cruz fossiliferous beds at Monte Observación, rangebetween 16.42 Ma and 16.18 Ma and between 16.56 Ma and 16.28 Ma at Monte León. The dates are not wholly concordant but permit the assignment of the bulk of the coastal Santacrucian faunas to the late–early Miocene","terrestrial indet.","",""
"1315684","occ","","","27313","Anisolornis","genus","336906","Middle Miocene","","15.97","11.608","58178","Chordata","Aves","Gruiformes","","Anisolornis","1","specimens","-70.000000","-50.000000","AR","Santa Cruz","","estimated from map","degrees","","","gp_mid","-68.30","-49.33","291","Santa Cruz","","","","","","","","","","","","terrestrial indet.","",""
"1315685","occ","","","27313","Liptornis hesternus","species","53644","Middle Miocene","","15.97","11.608","58178","Chordata","Aves","Pelecaniformes","Anhingidae","Liptornis","1","specimens","-70.000000","-50.000000","AR","Santa Cruz","","estimated from map","degrees","","","gp_mid","-68.30","-49.33","291","Santa Cruz","","","","","","","","","","","","terrestrial indet.","",""
"1315686","occ","","","27313","Opisthodactylus patagonicus","species","246678","Middle Miocene","","15.97","11.608","58178","Chordata","Aves","Gruiformes","Opisthodactylidae","Opisthodactylus","3","specimens","-70.000000","-50.000000","AR","Santa Cruz","","estimated from map","degrees","","","gp_mid","-68.30","-49.33","291","Santa Cruz","","","","","","","","","","","","terrestrial indet.","",""
"1315687","occ","","","176602","Cariama santacrucensis","species","336928","Santacrucian","","17.5","16.3","58178","Chordata","Aves","Gruiformes","Cariamidae","Cariama","1","specimens","-69.099998","-51.200001","AR","Santa Cruz","","stated in text","minutes","local area","12 km south of the Estancia La Costa locality","gp_mid","-66.87","-50.57","291","Santa Cruz","","Estancia La Costa","formation","","","","","","","","","terrestrial indet.","",""
"1315688","occ","","","176602","Cariaminae","subfamily","336926","Santacrucian","","17.5","16.3","58178","Chordata","Aves","Gruiformes","Cariamidae","","1","specimens","-69.099998","-51.200001","AR","Santa Cruz","","stated in text","minutes","local area","12 km south of the Estancia La Costa locality","gp_mid","-66.87","-50.57","291","Santa Cruz","","Estancia La Costa","formation","","","","","","","","","terrestrial indet.","",""
"1315689","occ","","","176602","Psilopterus bachmanni","species","146061","Santacrucian","","17.5","16.3","58178","Chordata","Aves","Gruiformes","Psilopteridae","Psilopterus","1","specimens","-69.099998","-51.200001","AR","Santa Cruz","","stated in text","minutes","local area","12 km south of the Estancia La Costa locality","gp_mid","-66.87","-50.57","291","Santa Cruz","","Estancia La Costa","formation","","","","","","","","","terrestrial indet.","",""
"1315690","occ","","","176603","Cariaminae","subfamily","336926","Santacrucian","","17.5","16.3","58178","Chordata","Aves","Gruiformes","Cariamidae","","1","specimens","-69.099998","-51.200001","AR","Santa Cruz","","stated in text","minutes","local area","12 km south of the Estancia La Costa locality","gp_mid","-66.87","-50.57","291","Santa Cruz","","Estancia La Costa","formation","","","","","","","","","terrestrial indet.","",""
"1315691","occ","","","176603","Patagornis marshi","species","53566","Santacrucian","","17.5","16.3","58178","Chordata","Aves","Gruiformes","Phorusrhacidae","Patagornis","1","specimens","-69.099998","-51.200001","AR","Santa Cruz","","stated in text","minutes","local area","12 km south of the Estancia La Costa locality","gp_mid","-66.87","-50.57","291","Santa Cruz","","Estancia La Costa","formation","","","","","","","","","terrestrial indet.","",""
"1316435","occ","","","95688","Phorusrhacidae","family","39461","Deseadan","","29","21","58256","Chordata","Aves","Gruiformes","Phorusrhacidae","","","","-67.633331","-17.183332","BO","","","stated in text","seconds","basin","""The Salla Beds are exposed in the Salla- Luribay Basin, which is located about 90-100 km SE of La Paz in the Cordillera Orientale physiographic province at a general location of between lat. 17° 8' to 17° 14'S and long. 67° 40' to 67° 37'W at an elevation of about 3485 to 4085 m (fig. 1)"" (MacFadden et al. 1985:225)","gp_mid","-61.08","-16.94","201","Salla","","","formation","","","","","","","","See MacFadden et al. (1985:225–227) for a description of stratigraphy. They recognized a number of distinct fossil-bearing levels, several of which comprise more than one locality. Kay et al. (1998) revised the age of the fauna and introduced a new stratigraphic scheme that divides the Salla Beds into Units 1 (lowest) through 10 (highest).\r\n\r\nFrom highest to lowest, the stratigraphy and principal fossil-bearing levels can be summarized as follows (MacFadden et al., 1985; Kay et al., 1998):\r\n- Unnamed unit of thin, probably Pleistocene deposits that locally cover the fossil-bearing strata\r\n- Unit 10\r\n- Unit 9. Kay et al. (1998) place the Oligo-Miocene boundary near the top of Unit 9.\r\n- Unit 8\r\n- Unit 7\r\n- Unit 6, Upper White Level\r\n- Unit 5, <i>Branisella</i> level\r\n- Unit 4, Principal Guide Level\r\n- Unit 3 with 170 m level (""Red Rodent Zone"") and 100 m level\r\n- Unit 2 with 30-45 m level\r\n- Unit 1\r\n- Luribay Conglomerate, underlying Eocene unit\r\n","terrestrial indet.","",""
"1330337","occ","","","96800","Sula brandi","species","341564","Tortonian","","11.62","7.246","59281","Chordata","Aves","Pelecaniformes","Sulidae","Sula","1","specimens","-75.906944","-14.336944","PE","","","stated in text","seconds","local area","coordinates from Bianucci et al 2010","gp_mid","-73.66","-13.74","201","Pisco","","","formation","","","","","","","","lowest beds of Pisco Formation\r\nTortonian age based on Lambert et al. 2016 (60319)","coastal indet.","",""
"1330338","occ","","","96800","Sula figueroae","species","341565","Tortonian","","11.62","7.246","59281","Chordata","Aves","Pelecaniformes","Sulidae","Sula","1","specimens","-75.906944","-14.336944","PE","","","stated in text","seconds","local area","coordinates from Bianucci et al 2010","gp_mid","-73.66","-13.74","201","Pisco","","","formation","","","","","","","","lowest beds of Pisco Formation\r\nTortonian age based on Lambert et al. 2016 (60319)","coastal indet.","",""
"1330339","occ","","","13079","Ramphastosula aguierrei","species","341566","Messinian","","7.246","5.333","59281","Chordata","Aves","Pelecaniformes","Sulidae","Ramphastosula","1","specimens","-74.719719","-15.580833","PE","","","stated in text","seconds","local area","Sud-Sacaco, southern coast of Peru, 550 km south of Lima, approximately km 543 of the Pan-American Highway (de Muizon, 1981).\r\n\r\nCoordinates of Sud-Sacaco from Olivier et al 2013\r\n\r\nThough originally thought to date to the Early Pliocene [74], recent work assigned Sud-Sacaco to the Late Miocene (7.1–5.9 Ma, Messinian) based on 87Sr/86Sr dating [167]. (Marx & Fordyce, 2015)","gp_mid","-73.17","-15.20","201","Pisco","","","bed","","","","","","","","See Muizon and de Vries (1985). Basal most Pliocene. A tuff layer from the Sacaco level, above the Sud-Sacaco level, has been dated radiometrically (K/Ar) to 3.9 Myr (de Muizon & Bellon, 1980, 1986). Ehret et al (2012) updated the age to Messinian (5.93 Sr isotopes) rather than Zanclean.","foreshore","","SAS (Montemar) horizon. Shore environment with beaches and reefs exposed to marine currents. High sedimentation rate, shallow-to-deep shelf, upwelling"
"1354887","occ","","","183918","Sula magna","species","316534","Tortonian","","11.62","7.246","61392","Chordata","Aves","Pelecaniformes","Sulidae","Sula","","","-74.804726","-15.480556","PE","","","stated in text","seconds","","The Hueso Blanco study area is located in the valley of Aguada de Lomas (indicative geographic coordinates: S 15°28′50′′; W 74°48′17′′), Lomas area of the Sacaco Basin","gp_mid","-72.59","-14.90","201","Pisco","","","bed","","","","","Brand","LM 10","","Brand et al. (2011) argued that the sediment package exposed at Hueso Blanco (featuring the LM 10 marker bed) is roughly correlative with the El Jahuay (ELJ) vertebrate level of de Muizon and DeVries (1985) and de Muizon (1988). In turn, Lambert and de Muizon (2013) reattributed the LM 10 marker bed to the Aguada de Lomas (AGL) vertebrate level, based on faunal and sedimentary similarities (de Muizon and DeVries, 1985; de Muizon, 1988). Based on K/Ar dating of underlying tuff layers, the AGL vertebrate level is considered younger than 7.93 Ma (about 7.5–7.0 Ma) (de Muizon and DeVries, 1985; de Muizon and Bellon, 1986; Lambert and de Muizon, 2013). Finally, 87Sr/86Sr analyses on marine mollusc shells bracketed the age of the AGL level between 7.46 Ma and 7.30 Ma (Ehret et al., 2012).","marine indet.","",""
